"","name","nclients","nthreads","cc","phasing","cc_ph","rate","facet","zipf","commute_ratio","timeout_scaling","throughput","op_timeouts","txn_failed"
"403","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,11517.7485055282,14407,0
"404","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,11738.8688725085,8899,0
"405","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,12195.5171125417,4722,0
"406","v0.28.1-sampa",4,4,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.73090967243,0,0
"407","v0.28.1-sampa",4,4,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.64649129821,0,0
"408","v0.28.1-sampa",4,4,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.65704310282,0,0
"409","v0.28.1-sampa",4,4,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.01184027292,0,0
"410","v0.28.1-sampa",4,4,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1582.59096633196,0,0
"411","v0.28.1-sampa",4,4,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.4010740795,0,0
"412","v0.28.1-sampa",4,16,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,4099.36648211244,0,1364
"413","v0.28.1-sampa",4,16,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6337.22033401797,0,0
"414","v0.28.1-sampa",4,16,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6237.59146199375,0,0
"415","v0.28.1-sampa",4,16,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6337.01865297739,0,0
"416","v0.28.1-sampa",4,16,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,5912.46083692651,0,1504
"417","v0.28.1-sampa",4,16,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6337.733242339,0,0
"418","v0.28.1-sampa",4,32,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,2925.54667371342,0,4532
"419","v0.28.1-sampa",4,32,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6938.03215707648,0,108
"420","v0.28.1-sampa",4,32,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6896.65686739161,4370,0
"421","v0.28.1-sampa",4,32,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,10690.8728179551,0,0
"422","v0.28.1-sampa",4,32,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,4998.15235179222,0,3924
"423","v0.28.1-sampa",4,32,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11023.2607625913,1,0
"424","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,2196.78976901997,3,8756
"425","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6018.33988013886,0,704
"426","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6659.68246760618,23910,916
"427","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,10948.7435987466,5279,0
"428","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6836.4387588892,3,244
"429","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11746.3718839666,3515,0
"430","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1782.97825652014,41,11316
"431","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,5335.38388737726,33,916
"432","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6709.85330474228,43532,2184
"433","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,10572.2646831505,20283,0
"434","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6525.68254826815,30,320
"435","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11501.0976222593,14827,0
"508","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6190.32399429311,2,1456
"509","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8701.6105494972,0,0
"510","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.4",0.4,"0.5",1000,4117.05888888163,0,5952
"511","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7760.75083514502,1,28
"512","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.8",0.8,"0.5",1000,1073.4393407838,0,8636
"513","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,4078.45774046717,0,3152
"514","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1",1,"0.5",1000,560.43080026681,2,7664
"515","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 1",1,"0.5",1000,2386.33335636109,1,5612
"516","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1.2",1.2,"0.5",1000,356.224489131638,0,6328
"517","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1696.93461005832,0,4360
"518","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,10469.8345947146,16422,1384
"519","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11500.0563955919,131,0
"520","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,9891.56720493018,20564,1012
"521","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11461.6960207876,2158,0
"522","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2754.50297407227,30166,1124
"523","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10126.7804142002,4501,0
"524","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,1391.28647759967,32734,1400
"525","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,8746.73386829365,1631,0
"526","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,910.803516125202,33491,1468
"527","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,7380.26170529478,403,0
"528","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8982.13124975127,1,0
"529","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,8353.55113495009,3,0
"530","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,5174.1957653776,3,1336
"531","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,2051.97011609418,1,7120
"532","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1897.30139504893,1,5472
"533","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11831.9187200127,71,0
"534","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11815.6606202147,725,0
"535","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,11565.2407463285,2321,0
"536","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,11344.2816533268,962,0
"537","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,11319.7360130004,552,0
"538","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.2",0.2,"0.5",1000,4796.44736584698,21,3492
"539","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8028.19415883679,33,0
"540","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.4",0.4,"0.5",1000,3243.82746011714,42,8408
"541","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,6991.48938975431,14,108
"542","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.8",0.8,"0.5",1000,937.401374477486,52,10912
"543","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,3370.34071411063,38,4944
"544","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1",1,"0.5",1000,483.324841503763,61,9208
"545","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 1",1,"0.5",1000,2051.68409396039,37,7348
"546","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1.2",1.2,"0.5",1000,294.664043710217,62,7296
"547","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1389.85868661679,73,6016
"548","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,10337.8954163977,29262,1976
"549","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11687.586430495,2324,0
"550","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,9233.03682250724,41528,3344
"551","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11211.3647170709,10878,0
"552","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2874.35191704538,49840,2604
"553","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10050.360116109,13844,0
"554","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,1476.32311977716,52361,2988
"555","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,8833.17745735993,11376,0
"556","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,954.773548119027,53276,3152
"557","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,7525.30513311442,8072,0
"558","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8409.0428064977,23,0
"559","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7824.63796865701,25,24
"560","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,5114.84667410861,26,1276
"561","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,1227.77893062184,53,8648
"562","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,20.2178167349954,167,8484
"563","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,12105.4738283718,1129,0
"564","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11921.410819415,4993,0
"565","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,11420.3908628938,14702,0
"566","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,11712.7378802611,9461,0
"567","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,12294.5240591482,4166,0
"568","v0.28.1-sampa",4,4,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.30224377765,0,0
"569","v0.28.1-sampa",4,4,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.34304988757,0,0
"570","v0.28.1-sampa",4,4,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.19924577832,0,0
"571","v0.28.1-sampa",4,4,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.37997388129,0,0
"572","v0.28.1-sampa",4,4,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.55680663591,0,0
"573","v0.28.1-sampa",4,4,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1583.33250049138,0,0
"574","v0.28.1-sampa",4,16,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,4853.2880837118,0,984
"575","v0.28.1-sampa",4,16,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6335.78614907928,0,0
"576","v0.28.1-sampa",4,16,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6267.48234291686,0,0
"577","v0.28.1-sampa",4,16,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6336.91708551077,0,0
"578","v0.28.1-sampa",4,16,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6337.25709455299,0,0
"579","v0.28.1-sampa",4,16,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6336.55193532174,0,0
"580","v0.28.1-sampa",4,32,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,3276.25597196277,0,4984
"581","v0.28.1-sampa",4,32,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7131.69023676404,0,84
"582","v0.28.1-sampa",4,32,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7278.24994114077,3680,0
"583","v0.28.1-sampa",4,32,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,10897.827878659,0,0
"584","v0.28.1-sampa",4,32,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,2445.98551394668,0,8808
"585","v0.28.1-sampa",4,32,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11287.6584855182,0,0
"586","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,2395.09394572025,3,9048
"587","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6049.67271959459,0,600
"588","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6979.21400101268,23191,764
"589","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11362.5807904963,5034,0
"590","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7193.68816994609,0,140
"591","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11973.3851139549,2967,0
"592","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.6",0.6,"0.5",1000,1845.99108484876,29,11700
"593","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,5455.87882255831,34,836
"594","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,7071.92611171236,42675,2000
"595","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,11034.1192129782,19843,0
"596","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6701.7769214301,23,296
"597","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,12033.392373583,13445,0
"670","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.2",0.2,"0.5",1000,6309.53561067164,0,1568
"671","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8817.04677655107,0,0
"672","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.4",0.4,"0.5",1000,4243.26441256763,3,6104
"673","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7885.85547124693,1,20
"674","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.8",0.8,"0.5",1000,1190.3193619283,0,9492
"675","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,4137.80357808792,0,3020
"676","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1",1,"0.5",1000,578.274032357824,1,7880
"677","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 1",1,"0.5",1000,2597.97443156538,0,4956
"678","v0.28.1-sampa",4,64,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1.2",1.2,"0.5",1000,365.967616424262,0,6772
"679","v0.28.1-sampa",4,64,"boosting","off","boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1869.63082780183,0,4564
"680","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11024.6504422176,13159,712
"681","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11464.9884172955,151,0
"682","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,10423.0551843781,19675,932
"683","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11573.9943004838,1800,0
"684","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2841.27858825501,29961,1096
"685","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10625.4451729176,3924,0
"686","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,1406.97767849969,32533,1300
"687","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,9079.69444610074,950,0
"688","v0.28.1-sampa",4,64,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,932.927396561514,33437,1476
"689","v0.28.1-sampa",4,64,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,7655.63106924738,174,0
"690","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,9130.35408905916,2,0
"691","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,8375.44743821959,1,4
"692","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,268.173546595154,0,13668
"693","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,956.251035517148,0,9052
"694","v0.28.1-sampa",4,64,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,346.324122740061,0,8728
"695","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11839.6679859716,55,0
"696","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11899.3013667758,598,0
"697","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,11970.653924408,1796,0
"698","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,11783.7615730769,613,0
"699","v0.28.1-sampa",4,64,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,11805.8478989396,337,0
"700","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.2",0.2,"0.5",1000,5016.53011355469,30,3408
"701","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,7958.53100923736,59,4
"702","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.4",0.4,"0.5",1000,3428.47894344997,37,8388
"703","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7055.93877813335,24,120
"704","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 0.8",0.8,"0.5",1000,959.583763961197,38,11260
"705","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,3497.92894382668,45,4608
"706","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1",1,"0.5",1000,481.619125762183,29,9528
"707","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 1",1,"0.5",1000,2133.55239995306,52,7388
"708","v0.28.1-sampa",4,96,"r/w locks","off","r/w locks
(baseline)",100,"50% update
zipf: 1.2",1.2,"0.5",1000,300.038920142943,58,7444
"709","v0.28.1-sampa",4,96,"boosting","off","boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1516.65722249699,47,6104
"710","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,10622.2650265983,30514,2260
"711","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11623.8344776544,2337,0
"712","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,9954.11720733609,40137,2932
"713","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,11649.7063287798,9881,0
"714","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,2925.60755326099,49549,2560
"715","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,10590.6504548035,12927,0
"716","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,1484.34030562203,52301,2940
"717","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,9228.73727934912,10311,0
"718","v0.28.1-sampa",4,96,"r/w locks","on","r/w locks
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,968.916377084197,53204,3084
"719","v0.28.1-sampa",4,96,"boosting","on","boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,8028.06108967923,6831,0
"720","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,8352.59285664775,39,0
"721","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,7742.95333025282,50,32
"722","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,3518.71952585241,44,5768
"723","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,248.60771924384,25,10072
"724","v0.28.1-sampa",4,96,"boosting
 + combining","off","boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,1161.90566289255,35,7528
"725","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,11988.3415836676,1197,0
