"","facet","rate","nthreads","cc_ph","cc","zipf","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"586","50% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.5","off",1000,2395.09394572025,3
"587","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.5","off",1000,6049.67271959459,0
"588","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.5","on",1000,6979.21400101268,23191
"589","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.5","on",1000,11362.5807904963,5034
"590","50% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.5","off",1000,7193.68816994609,0
"591","50% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.5","on",1000,11973.3851139549,2967
"592","50% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.5","off",1000,1845.99108484876,29
"593","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.5","off",1000,5455.87882255831,34
"594","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.5","on",1000,7071.92611171236,42675
"595","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.5","on",1000,11034.1192129782,19843
"596","50% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.5","off",1000,6701.7769214301,23
"597","50% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.5","on",1000,12033.392373583,13445
"598","0% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0","off",1000,15941.6687380893,1
"599","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0","off",1000,15823.5623667784,1
"600","0% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0","on",1000,16033.6467554678,0
"601","0% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0","on",1000,15949.726225357,3
"602","20% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.2","off",1000,4297.70755379814,2
"603","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.2","off",1000,7482.12862100106,0
"604","20% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.2","on",1000,10692.7894275768,19364
"605","20% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.2","on",1000,13395.2779388617,2930
"606","40% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.4","off",1000,2763.33601907639,1
"607","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.4","off",1000,6314.85663835036,0
"608","40% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.4","on",1000,7933.11664202292,22101
"609","40% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.4","on",1000,11937.7215357604,4650
"610","60% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.6","off",1000,2111.71977722603,0
"611","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.6","off",1000,6163.70313614627,1
"612","60% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.6","on",1000,6353.67416088396,23767
"613","60% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.6","on",1000,10870.1988685295,5525
"614","80% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.8","off",1000,1635.48632862101,0
"615","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.8","off",1000,6572.1111961773,7
"616","80% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.8","on",1000,5414.00778210117,24394
"617","80% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.8","on",1000,10102.9220865234,4996
"618","100% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"1","off",1000,1510.39512212599,0
"619","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"1","off",1000,9591.77177416146,4
"620","100% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"1","on",1000,4989.86708862812,24387
"621","100% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"1","on",1000,9561.19556388111,0
"622","0% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0","off",1000,17779.6191644156,0
"623","0% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0","on",1000,17807.1367490206,0
"624","20% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.2","off",1000,8704.75919536618,1
"625","20% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.2","on",1000,14223.2329025051,1247
"626","40% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.4","off",1000,1761.81968713234,0
"627","40% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.4","on",1000,12590.2552204176,2522
"628","60% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.6","off",1000,1144.9625609128,0
"629","60% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.6","on",1000,11573.8165249411,3298
"630","80% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.8","off",1000,7171.57566630477,0
"631","80% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.8","on",1000,10778.0200552746,2301
"632","100% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"1","off",1000,10527.7046604298,1
"633","100% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"1","on",1000,10429.9168277183,0
"634","0% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0","off",1000,16170.2408969511,39
"635","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0","off",1000,16122.9340994674,15
"636","0% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0","on",1000,16247.7274680523,30
"637","0% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0","on",1000,16040.829953425,40
"638","20% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.2","off",1000,3626.57521393791,33
"639","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.2","off",1000,6908.26094809609,17
"640","20% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.2","on",1000,10552.2350990707,39269
"641","20% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.2","on",1000,13283.0393092719,11359
"642","40% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.4","off",1000,2240.85547960907,50
"643","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.4","off",1000,5701.1536516983,16
"644","40% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.4","on",1000,7926.53685692429,41801
"645","40% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.4","on",1000,11622.5094504696,18300
"646","60% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.6","off",1000,1643.42395036968,49
"647","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.6","off",1000,5476.0943556619,35
"648","60% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.6","on",1000,6428.81666468797,43205
"649","60% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.6","on",1000,10724.4455437381,19882
"650","80% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.8","off",1000,1273.76885004653,32
"651","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.8","off",1000,5858.02939861684,37
"652","80% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.8","on",1000,5367.1840198438,44266
"653","80% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.8","on",1000,10002.4682988155,14804
"654","100% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"1","off",1000,1222.79345723088,28
"655","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"1","off",1000,4566.79541271976,41257
"656","100% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"1","on",1000,4589.36702366446,45248
"657","100% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"1","on",1000,4678.46609618109,50
"658","0% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0","off",1000,18621.3553719008,27
"659","0% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0","on",1000,18639.261950173,40
"660","20% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.2","off",1000,8391.56037920198,31
"661","20% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.2","on",1000,14380.5976796123,8037
"662","40% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.4","off",1000,6782.36400839558,41
"663","40% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.4","on",1000,12711.1927187223,12961
"664","60% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.6","off",1000,6717.86075559661,19
"665","60% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.6","on",1000,11497.2022012433,13727
"666","80% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.8","off",1000,7069.02859026118,26
"667","80% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.8","on",1000,11021.7495417238,10897
"668","100% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"1","off",1000,4645.88261725719,38747
"669","100% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"1","on",1000,5129.57750201536,46
"730","50% update
zipf: 0.6",100,4,"r/w locks
(baseline)","r/w locks",0.6,"0.5","off",1000,1583.59373438427,0
"731","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"0.5","off",1000,1583.06071730773,0
"732","50% update
zipf: 0.6",100,4,"r/w locks
 + phasing","r/w locks",0.6,"0.5","on",1000,1583.02907550036,0
"733","50% update
zipf: 0.6",100,4,"boosting
 + phasing","boosting",0.6,"0.5","on",1000,1583.2361661725,0
"734","50% update
zipf: 0.6",100,4,"boosting
 + combining","boosting
 + combining",0.6,"0.5","off",1000,1583.700609295,0
"735","50% update
zipf: 0.6",100,4,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.5","on",1000,1582.87857890073,0
"736","50% update
zipf: 0.6",100,16,"r/w locks
(baseline)","r/w locks",0.6,"0.5","off",1000,4705.75706445955,0
"737","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"0.5","off",1000,6337.10423052729,0
"738","50% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"0.5","on",1000,6268.52458907278,0
"739","50% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"0.5","on",1000,6336.31994461678,0
"740","50% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"0.5","off",1000,6336.8168807828,0
"741","50% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.5","on",1000,6336.42408791677,0
"742","50% update
zipf: 0.6",100,32,"r/w locks
(baseline)","r/w locks",0.6,"0.5","off",1000,3112.88363002483,0
"743","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"0.5","off",1000,6931.03906457614,0
"744","50% update
zipf: 0.6",100,32,"r/w locks
 + phasing","r/w locks",0.6,"0.5","on",1000,7131.63800790975,3830
"745","50% update
zipf: 0.6",100,32,"boosting
 + phasing","boosting",0.6,"0.5","on",1000,10914.1182178915,0
"746","50% update
zipf: 0.6",100,32,"boosting
 + combining","boosting
 + combining",0.6,"0.5","off",1000,7906.58727205061,0
"747","50% update
zipf: 0.6",100,32,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.5","on",1000,11293.3684745797,0
"748","50% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.5","off",1000,2354.19332932849,3
"749","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.5","off",1000,6002.89896225076,3
"750","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.5","on",1000,7056.20739093542,23017
"751","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.5","on",1000,11361.6666004055,5187
"752","50% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.5","off",1000,7054.56809915932,0
"753","50% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.5","on",1000,11906.8040963776,3437
"754","50% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.5","off",1000,1912.04465524473,33
"755","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.5","off",1000,5576.3694443349,35
"756","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.5","on",1000,7009.45466715581,42720
"757","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.5","on",1000,11053.0605241711,19767
"758","50% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.5","off",1000,4948.45360824742,9
"759","50% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.5","on",1000,11941.517030011,14245
"760","0% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0","off",1000,15982.6821457697,0
"761","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0","off",1000,15892.812156088,0
"762","0% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0","on",1000,15884.7766636281,0
"763","0% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0","on",1000,15969.3201103097,4
"764","20% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.2","off",1000,4290.91146598739,0
"765","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.2","off",1000,7541.73931420722,2
"766","20% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.2","on",1000,10574.8884140085,19524
"767","20% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.2","on",1000,13329.1359039275,2972
"768","40% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.4","off",1000,2750.13295833102,1
"769","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.4","off",1000,6366.06177618942,2
"770","40% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.4","on",1000,7882.44066516233,22320
"771","40% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.4","on",1000,11941.6453004194,4808
"772","60% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.6","off",1000,2055.05974693117,0
"773","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.6","off",1000,6062.71177467175,0
"774","60% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.6","on",1000,6251.13047099163,23868
"775","60% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.6","on",1000,10869.9960561681,5371
"776","80% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"0.8","off",1000,1676.50069435842,0
"777","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.8","off",1000,6624.21140734222,0
"778","80% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"0.8","on",1000,5452.38311865552,24417
"779","80% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"0.8","on",1000,10089.7068956379,4897
"780","100% update
zipf: 0.6",100,64,"r/w locks
(baseline)","r/w locks",0.6,"1","off",1000,1447.97264289204,0
"781","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"1","off",1000,9574.04350391482,0
"782","100% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"1","on",1000,4898.96564702218,24680
"783","100% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"1","on",1000,9504.55796068552,0
"784","0% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0","off",1000,17664.2814767187,1
"785","0% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0","on",1000,17889.2033966842,4
"786","20% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.2","off",1000,8964.04101091441,2
"787","20% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.2","on",1000,14277.5137378116,1199
"788","40% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.4","off",1000,7307.96214176981,0
"789","40% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.4","on",1000,12726.3326748949,2273
"790","60% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.6","off",1000,6940.64471266081,1
"791","60% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.6","on",1000,11502.6105854602,3474
"792","80% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"0.8","off",1000,7485.77974665104,1
"793","80% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.8","on",1000,10884.5043534173,2546
"794","100% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"1","off",1000,10515.6730667232,1
"795","100% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"1","on",1000,10442.144623524,2
"796","0% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0","off",1000,16167.9536679537,25
"797","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0","off",1000,16123.8772467462,31
"798","0% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0","on",1000,16114.0053948273,17
"799","0% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0","on",1000,16117.2306441538,38
"800","20% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.2","off",1000,3669.03655238311,26
"801","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.2","off",1000,6915.87985374988,35
"802","20% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.2","on",1000,10566.9038033195,39172
"803","20% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.2","on",1000,13406.9237044891,11575
"804","40% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.4","off",1000,2283.79740944699,25
"805","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.4","off",1000,5680.74253260412,34
"806","40% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.4","on",1000,7843.7895358769,42035
"807","40% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.4","on",1000,11646.4375424416,18155
"808","60% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.6","off",1000,1653.05352495993,30
"809","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.6","off",1000,5432.76892593919,35
"810","60% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.6","on",1000,6348.90641369249,43271
"811","60% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.6","on",1000,10680.4900663563,19677
"812","80% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"0.8","off",1000,1360.93033455667,31
"813","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.8","off",1000,5908.3898321771,42
"814","80% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"0.8","on",1000,5442.37118254916,43835
"815","80% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"0.8","on",1000,10097.692814766,14603
"816","100% update
zipf: 0.6",100,96,"r/w locks
(baseline)","r/w locks",0.6,"1","off",1000,1197.93042570602,37
"817","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"1","off",1000,4415.20767322071,41808
"818","100% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"1","on",1000,4603.59139964433,45397
"819","100% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"1","on",1000,4629.7734007724,60
"820","0% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0","off",1000,18703.7269667899,15
"821","0% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0","on",1000,18578.4509803273,40
"822","20% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.2","off",1000,8273.18746186951,51
"823","20% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.2","on",1000,14383.9181904661,8074
"824","40% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.4","off",1000,6871.04046337891,33
"825","40% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.4","on",1000,12569.4244925052,12924
"826","60% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.6","off",1000,6514.11911373785,38
"827","60% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.6","on",1000,11498.5864884145,13965
"828","80% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"0.8","off",1000,7206.8013497524,19
"829","80% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"0.8","on",1000,10990.9481648741,10905
"830","100% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"1","off",1000,4678.78451505481,39734
"831","100% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"1","on",1000,4963.95604686044,42
