"","name","nclients","nthreads","cc","phasing","cc_ph","rate","alpha","commute_ratio","timeout_scaling","throughput","op_timeouts","avg_latency_ms","txn_failed"
"1169","v0.28.1-sampa",4,4,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,6335.0767898191,0,0.133400820361801,0
"1170","v0.28.1-sampa",4,16,"better boosting","off","better boosting",100,"0.6","0.5",1000,25350.5165278938,0,0.152184761824715,0
"1171","v0.28.1-sampa",4,16,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,25344.3460138957,0,0.16407547130157,0
"1172","v0.28.1-sampa",4,16,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,25351.7825513724,0,0.164810573427749,0
"1173","v0.28.1-sampa",4,16,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,25349.1925577493,0,0.141701861657421,0
"1174","v0.28.1-sampa",4,32,"better boosting","off","better boosting",100,"0.6","0.5",1000,42274.8008352286,0,0.627928175926509,0
"1175","v0.28.1-sampa",4,32,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,42635.275339186,0,0.615117991339398,0
"1176","v0.28.1-sampa",4,32,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,43756.0184076823,0,0.592436106315201,0
"1177","v0.28.1-sampa",4,32,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,44301.1038701955,0,0.585675472830982,0
"1178","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"0.6","0.5",1000,42139.8543391343,0,1.39991748239414,0
"1179","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,44702.9801456253,2142,1.33533448447736,0
"1180","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,45953.0358784122,1,1.27611688116639,0
"1181","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,47211.4698670454,167,1.24580423708801,0
"1182","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"0.6","0.5",1000,42506.5536872766,38,2.15552309283231,0
"1183","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,44659.0149836272,4238,2.03700850852037,0
"1184","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,47104.5339424939,30,1.92838005757596,0
"1273","v0.28.1-sampa",4,4,"better boosting","off","better boosting",100,"0.6","0.5",1000,6335.16121079669,0,0.139984749684476,0
"1274","v0.28.1-sampa",4,4,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,6331.92079102369,0,0.136229375368297,0
"1275","v0.28.1-sampa",4,4,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,6336.2061785606,0,0.136765479094809,0
"1276","v0.28.1-sampa",4,4,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,6332.3694415202,0,0.137337962962963,0
"1277","v0.28.1-sampa",4,16,"better boosting","off","better boosting",100,"0.6","0.5",1000,25355.2902319325,0,0.154894844104547,0
"1278","v0.28.1-sampa",4,16,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,25350.0945481663,0,0.159032169948099,0
"1279","v0.28.1-sampa",4,16,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,25351.9513640571,0,0.201038536698115,0
"1280","v0.28.1-sampa",4,16,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,25350.2107457002,0,0.172664638887138,0
"1281","v0.28.1-sampa",4,32,"better boosting","off","better boosting",100,"0.6","0.5",1000,41537.1313797736,0,0.63110845673003,0
"1282","v0.28.1-sampa",4,32,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,42382.6085799977,1,0.622862926002636,0
"1283","v0.28.1-sampa",4,32,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,44014.0589825526,0,0.592573705395997,0
"1284","v0.28.1-sampa",4,32,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,44356.988718167,0,0.585235586552646,0
"1285","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"0.6","0.5",1000,42010.0936030712,0,1.40248448774816,0
"1286","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,43463.8737902691,2370,1.35225012810815,0
"1287","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,46137.63634916,0,1.27646799967787,0
"1288","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"0.6","0.5",1000,47449.2718035844,76,1.24885309552316,0
"1289","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"0.6","0.5",1000,41478.5392027381,39,2.19913111760875,0
"1290","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"0.6","0.5",1000,44448.6179076842,4086,2.05379884311882,0
"1291","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"0.6","0.5",1000,47189.7943106062,39,1.91624486543512,0
"1380","v0.28.1-sampa",4,4,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,6329.13752913753,0,0.119826479501642,0
"1381","v0.28.1-sampa",4,16,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,25305.3463029328,0,0.102937335785602,0
"1382","v0.28.1-sampa",4,32,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,50515.2567329599,0,0.1617836284952,0
"1383","v0.28.1-sampa",4,64,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,71452.6660850715,3,0.736022110076808,0
"1384","v0.28.1-sampa",4,96,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,72944.2624679527,52,1.1633700044092,0
"1429","v0.28.1-sampa",4,4,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,6330.00176514276,0,0.11858479249095,0
"1430","v0.28.1-sampa",4,16,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,25307.167292227,0,0.109964504907834,0
"1431","v0.28.1-sampa",4,32,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,50519.5016233389,0,0.166067771242517,0
"1432","v0.28.1-sampa",4,64,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,71771.1490472807,2,0.733907690267247,0
"1433","v0.28.1-sampa",4,96,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,75576.3176200256,46,1.14967127073751,0
"1478","v0.28.1-sampa",4,4,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,6329.89635787174,0,0.119998526812021,0
"1479","v0.28.1-sampa",4,16,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,25307.501030544,0,0.0990927122740647,0
"1480","v0.28.1-sampa",4,32,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,50522.4061257449,0,0.169889096599382,0
"1481","v0.28.1-sampa",4,64,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,72101.2229899643,0,0.733514519322432,0
"1482","v0.28.1-sampa",4,96,"r/w locks","off","without
transactions",100,"0.6","0.5",1000,74818.4861986238,43,1.14446129939322,0
