"","facet","rate","nthreads","cc_ph","cc","zipf","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"1100","100% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"1","off",1000,40593.4017074733,0
"1101","100% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"1","on",1000,40782.9814340504,1
"1102","0% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0","off",1000,63642.8805464817,40
"1103","0% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0","on",1000,61943.7329997816,47
"1104","20% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.2","off",1000,44880.2446742311,59
"1105","20% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.2","on",1000,50512.1702009464,5976
"1106","40% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.4","off",1000,43843.3164464753,28
"1107","40% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.4","on",1000,45049.7917079944,7303
"1108","60% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.6","off",1000,37866.2413004557,29
"1109","60% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.6","on",1000,39822.6812997633,1182
"1110","80% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.8","off",1000,20525.65044444,36
"1111","80% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.8","on",1000,21330.9679917654,210
"1112","100% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"1","off",1000,17699.2883033045,40968
"1113","100% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"1","on",1000,17812.3377932945,50
"1114","0% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0","off",1000,71959.0924887057,36
"1115","0% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0","on",1000,71582.0132788763,51
"1116","20% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.2","off",1000,52933.7487212255,33
"1117","20% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.2","on",1000,57808.0541266973,3107
"1118","40% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.4","off",1000,49001.5692558284,44
"1119","40% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.4","on",1000,51066.2644818007,1592
"1120","60% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.6","off",1000,45435.7283327705,23
"1121","60% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.6","on",1000,46665.9384960629,1130
"1122","80% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.8","off",1000,24407.9733383638,55
"1123","80% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.8","on",1000,22753.7363815676,172
"1124","100% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"1","off",1000,18062.6041859604,41068
"1125","100% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"1","on",1000,19260.1459602991,72
"1166","50% update
zipf: 0.6",100,4,"better boosting","better boosting",0.6,"0.5","off",1000,6333.80979512143,0
"1167","50% update
zipf: 0.6",100,4,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,6334.00523080511,0
"1168","50% update
zipf: 0.6",100,4,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,6334.50155244327,0
"1169","50% update
zipf: 0.6",100,4,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,6335.0767898191,0
"1170","50% update
zipf: 0.6",100,16,"better boosting","better boosting",0.6,"0.5","off",1000,25350.5165278938,0
"1171","50% update
zipf: 0.6",100,16,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,25344.3460138957,0
"1172","50% update
zipf: 0.6",100,16,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,25351.7825513724,0
"1173","50% update
zipf: 0.6",100,16,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,25349.1925577493,0
"1174","50% update
zipf: 0.6",100,32,"better boosting","better boosting",0.6,"0.5","off",1000,42274.8008352286,0
"1175","50% update
zipf: 0.6",100,32,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,42635.275339186,0
"1176","50% update
zipf: 0.6",100,32,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,43756.0184076823,0
"1177","50% update
zipf: 0.6",100,32,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,44301.1038701955,0
"1178","50% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.5","off",1000,42139.8543391343,0
"1179","50% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,44702.9801456253,2142
"1180","50% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,45953.0358784122,1
"1181","50% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,47211.4698670454,167
"1182","50% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.5","off",1000,42506.5536872766,38
"1183","50% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,44659.0149836272,4238
"1184","50% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,47104.5339424939,30
"1185","0% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0","off",1000,62516.4965314985,0
"1186","0% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0","on",1000,61887.2681552941,0
"1187","20% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.2","off",1000,47111.1347075298,0
"1188","20% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.2","on",1000,50030.0447686951,2617
"1189","40% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.4","off",1000,43444.95321521,0
"1190","40% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.4","on",1000,45672.1328875444,2306
"1191","60% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.6","off",1000,41646.3303345954,0
"1192","60% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.6","on",1000,41600.1060375108,2209
"1193","80% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.8","off",1000,38523.8172654853,0
"1194","80% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.8","on",1000,39140.6739902919,78
"1195","100% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"1","off",1000,36709.7889452572,1
"1196","100% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"1","on",1000,36562.4502362121,0
"1197","0% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0","off",1000,69332.0772116753,0
"1198","0% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0","on",1000,68579.6182147525,0
"1199","20% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.2","off",1000,53427.3179214538,0
"1200","20% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.2","on",1000,55829.2404491996,843
"1201","40% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.4","off",1000,47720.6675360963,0
"1202","40% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.4","on",1000,50134.0164111208,115
"1203","60% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.6","off",1000,44936.7642960466,0
"1204","60% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.6","on",1000,44634.769396137,1202
"1205","80% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.8","off",1000,42256.9288911452,2
"1206","80% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.8","on",1000,42397.3909379551,8
"1207","100% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"1","off",1000,41288.6786067407,0
"1208","100% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"1","on",1000,41317.8384582975,1
"1209","0% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0","off",1000,61471.083735201,31
"1210","0% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0","on",1000,61703.3021584162,32
"1211","20% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.2","off",1000,46082.0378050435,30
"1212","20% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.2","on",1000,51398.3879129857,5798
"1213","40% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.4","off",1000,43395.5756225608,47
"1214","40% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.4","on",1000,45888.6281767408,7992
"1215","60% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.6","off",1000,42316.4786135815,37
"1216","60% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.6","on",1000,39992.8499076446,2897
"1217","80% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.8","off",1000,19456.21094991,27
"1218","80% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.8","on",1000,21282.0402503318,425
"1219","100% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"1","off",1000,16944.8366860344,44840
"1220","100% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"1","on",1000,17921.7223981856,55
"1221","0% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0","off",1000,72262.9843909285,48
"1222","0% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0","on",1000,72197.0594660435,52
"1223","20% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.2","off",1000,53450.3911306207,44
"1224","20% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.2","on",1000,58132.5518395644,3182
"1225","40% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.4","off",1000,48285.236621257,15
"1226","40% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.4","on",1000,49811.4105853413,2854
"1227","60% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.6","off",1000,45378.912249113,43
"1228","60% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.6","on",1000,46385.2258468221,633
"1229","80% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.8","off",1000,22697.0672827105,42
"1230","80% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.8","on",1000,31124.9242868065,211
"1231","100% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"1","off",1000,18768.5488405941,40135
"1232","100% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"1","on",1000,19302.9533185138,50
"1273","50% update
zipf: 0.6",100,4,"better boosting","better boosting",0.6,"0.5","off",1000,6335.16121079669,0
"1274","50% update
zipf: 0.6",100,4,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,6331.92079102369,0
"1275","50% update
zipf: 0.6",100,4,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,6336.2061785606,0
"1276","50% update
zipf: 0.6",100,4,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,6332.3694415202,0
"1277","50% update
zipf: 0.6",100,16,"better boosting","better boosting",0.6,"0.5","off",1000,25355.2902319325,0
"1278","50% update
zipf: 0.6",100,16,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,25350.0945481663,0
"1279","50% update
zipf: 0.6",100,16,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,25351.9513640571,0
"1280","50% update
zipf: 0.6",100,16,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,25350.2107457002,0
"1281","50% update
zipf: 0.6",100,32,"better boosting","better boosting",0.6,"0.5","off",1000,41537.1313797736,0
"1282","50% update
zipf: 0.6",100,32,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,42382.6085799977,1
"1283","50% update
zipf: 0.6",100,32,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,44014.0589825526,0
"1284","50% update
zipf: 0.6",100,32,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,44356.988718167,0
"1285","50% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.5","off",1000,42010.0936030712,0
"1286","50% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,43463.8737902691,2370
"1287","50% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,46137.63634916,0
"1288","50% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.5","on",1000,47449.2718035844,76
"1289","50% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.5","off",1000,41478.5392027381,39
"1290","50% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.5","on",1000,44448.6179076842,4086
"1291","50% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.5","off",1000,47189.7943106062,39
"1292","0% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0","off",1000,61515.0248478937,0
"1293","0% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0","on",1000,62153.572589688,1
"1294","20% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.2","off",1000,47107.8844507562,2
"1295","20% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.2","on",1000,50615.953442873,2621
"1296","40% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.4","off",1000,44027.5938958958,1
"1297","40% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.4","on",1000,45178.1981068625,2353
"1298","60% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.6","off",1000,40587.9503361138,1
"1299","60% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.6","on",1000,41939.2065193227,466
"1300","80% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"0.8","off",1000,38640.7361075625,0
"1301","80% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"0.8","on",1000,38706.7749994194,127
"1302","100% update
zipf: 0.6",100,64,"better boosting","better boosting",0.6,"1","off",1000,37853.573064134,0
"1303","100% update
zipf: 0.6",100,64,"better boosting+phasing","better boosting",0.6,"1","on",1000,36901.9581812147,0
"1304","0% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0","off",1000,68805.6527724792,0
"1305","0% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0","on",1000,69416.7368847075,2
"1306","20% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.2","off",1000,17697.6837408718,0
"1307","20% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.2","on",1000,55316.1667109105,581
"1308","40% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.4","off",1000,48253.9008316022,0
"1309","40% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.4","on",1000,48843.0552790497,1402
"1310","60% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.6","off",1000,44487.2739339638,0
"1311","60% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.6","on",1000,45424.6015420753,67
"1312","80% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"0.8","off",1000,42219.6412097722,1
"1313","80% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"0.8","on",1000,42630.8489670779,13
"1314","100% update
zipf: 0.6",100,64,"better boosting+combining","better boosting+combining",0.6,"1","off",1000,40925.5044556656,0
"1315","100% update
zipf: 0.6",100,64,"better boosting+combining+phasing","better boosting+combining",0.6,"1","on",1000,40681.9071634759,0
"1316","0% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0","off",1000,62709.8080875272,43
"1317","0% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0","on",1000,61758.9291920285,31
"1318","20% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.2","off",1000,45491.5512304917,32
"1319","20% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.2","on",1000,51408.5191812219,5596
"1320","40% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.4","off",1000,43583.9864435501,39
"1321","40% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.4","on",1000,45868.2012865671,5452
"1322","60% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.6","off",1000,37402.7281154814,45
"1323","60% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.6","on",1000,43074.8891107042,4422
"1324","80% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"0.8","off",1000,21732.1917717583,54
"1325","80% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"0.8","on",1000,20990.5852375201,323
"1326","100% update
zipf: 0.6",100,96,"better boosting","better boosting",0.6,"1","off",1000,16198.1448719433,46548
"1327","100% update
zipf: 0.6",100,96,"better boosting+phasing","better boosting",0.6,"1","on",1000,17864.0057661661,56
"1328","0% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0","off",1000,73483.184001218,38
"1329","0% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0","on",1000,72609.2887129028,39
"1330","20% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.2","off",1000,53118.2453909727,35
"1331","20% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.2","on",1000,57715.0008939746,1392
"1332","40% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.4","off",1000,48732.7338462965,37
"1333","40% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.4","on",1000,51953.1231890537,874
"1334","60% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.6","off",1000,45434.9624980968,44
"1335","60% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.6","on",1000,46219.6442228424,485
"1336","80% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"0.8","off",1000,24012.4182076343,42
"1337","80% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"0.8","on",1000,27633.8935472231,159
"1338","100% update
zipf: 0.6",100,96,"better boosting+combining","better boosting+combining",0.6,"1","off",1000,18206.4548570219,40172
"1339","100% update
zipf: 0.6",100,96,"better boosting+combining+phasing","better boosting+combining",0.6,"1","on",1000,19735.0489799022,51
"1380","50% update
zipf: 0.6",100,4,"without transactions","r/w locks",0.6,"0.5","off",1000,6329.13752913753,0
"1381","50% update
zipf: 0.6",100,16,"without transactions","r/w locks",0.6,"0.5","off",1000,25305.3463029328,0
"1382","50% update
zipf: 0.6",100,32,"without transactions","r/w locks",0.6,"0.5","off",1000,50515.2567329599,0
"1383","50% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.5","off",1000,71452.6660850715,3
"1384","50% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.5","off",1000,72944.2624679527,52
"1385","0% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0","off",1000,90268.9531758662,1
"1386","20% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.2","off",1000,78992.6350813313,2
"1387","40% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.4","off",1000,73638.5962708694,0
"1388","60% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.6","off",1000,70377.6234868788,0
"1389","80% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.8","off",1000,66397.4537366019,1
"1390","100% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"1","off",1000,64478.7723920438,1
"1391","0% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0","off",1000,91668.7792399345,25
"1392","20% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.2","off",1000,81236.9164066695,14
"1393","40% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.4","off",1000,76604.4438000652,40
"1394","60% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.6","off",1000,74206.2537285393,38
"1395","80% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.8","off",1000,67467.0455182234,50
"1396","100% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"1","off",1000,66486.8143459916,42
"1429","50% update
zipf: 0.6",100,4,"without transactions","r/w locks",0.6,"0.5","off",1000,6330.00176514276,0
"1430","50% update
zipf: 0.6",100,16,"without transactions","r/w locks",0.6,"0.5","off",1000,25307.167292227,0
"1431","50% update
zipf: 0.6",100,32,"without transactions","r/w locks",0.6,"0.5","off",1000,50519.5016233389,0
"1432","50% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.5","off",1000,71771.1490472807,2
"1433","50% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.5","off",1000,75576.3176200256,46
"1434","0% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0","off",1000,89310.1148377809,3
"1435","20% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.2","off",1000,79250.7606365231,3
"1436","40% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.4","off",1000,74245.5324098551,0
"1437","60% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.6","off",1000,69882.2316507395,0
"1438","80% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.8","off",1000,66655.4287433027,0
"1439","100% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"1","off",1000,64142.3764222106,0
"1440","0% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0","off",1000,92180.0401698989,51
"1441","20% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.2","off",1000,81585.9199198737,43
"1442","40% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.4","off",1000,75451.9300165105,34
"1443","60% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.6","off",1000,73930.29610804,48
"1444","80% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.8","off",1000,67297.3962128531,40
"1445","100% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"1","off",1000,65611.4045325368,45
"1478","50% update
zipf: 0.6",100,4,"without transactions","r/w locks",0.6,"0.5","off",1000,6329.89635787174,0
"1479","50% update
zipf: 0.6",100,16,"without transactions","r/w locks",0.6,"0.5","off",1000,25307.501030544,0
"1480","50% update
zipf: 0.6",100,32,"without transactions","r/w locks",0.6,"0.5","off",1000,50522.4061257449,0
"1481","50% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.5","off",1000,72101.2229899643,0
"1482","50% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.5","off",1000,74818.4861986238,43
"1483","0% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0","off",1000,90763.9897536113,0
"1484","20% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.2","off",1000,78929.0976484813,0
"1485","40% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.4","off",1000,73860.8345696471,2
"1486","60% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.6","off",1000,69746.9931683198,3
"1487","80% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"0.8","off",1000,66469.5441790364,0
"1488","100% update
zipf: 0.6",100,64,"without transactions","r/w locks",0.6,"1","off",1000,64631.7014467455,0
"1489","0% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0","off",1000,92388.9713945134,19
"1490","20% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.2","off",1000,81970.4823068483,31
"1491","40% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.4","off",1000,75745.4830693376,20
"1492","60% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.6","off",1000,71152.6520819189,29
"1493","80% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"0.8","off",1000,68419.1405541728,49
"1494","100% update
zipf: 0.6",100,96,"without transactions","r/w locks",0.6,"1","off",1000,65189.0533978182,27
