"","name","nclients","nthreads","cc","rate","mix","alpha","lambda","nusers","ncategories","nregions","phasing","cc_ph","timeout_scaling","throughput","state","avg_latency_ms"
"277","v0.29-sampa","4",32,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"off","r/w locks
(baseline)",5000,1104.2028053352,"u5000_z1.2_l20",28.6161449752883
"278","v0.29-sampa","4",32,"boosting",100,"bid-heavy",1,"20","5000",40,62,"off","boosting",5000,52582.9118977908,"u5000_z1.2_l20",0.586399794486571
"279","v0.29-sampa","4",32,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"off","without
transactions",5000,84521.2593367866,"u5000_z1.2_l20",0.338047367658454
"280","v0.29-sampa","4",32,"r/w locks",100,"mixed",1,"20","5000",40,62,"off","r/w locks
(baseline)",5000,12666.3988477253,"u5000_z1.2_l20",2.46017441260804
"281","v0.29-sampa","4",32,"boosting",100,"mixed",1,"20","5000",40,62,"off","boosting",5000,58960.9115266341,"u5000_z1.2_l20",0.514658759601758
"282","v0.29-sampa","4",32,"r/w locks",100,"mixed",1,"20","5000",40,62,"off","without
transactions",5000,80093.9610713692,"u5000_z1.2_l20",0.363123664436712
"283","v0.29-sampa","4",32,"r/w locks",100,"mixed",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,56776.5449608678,"u5000_z1.2_l20",0.528595425856422
"284","v0.29-sampa","4",32,"boosting",100,"mixed",1,"20","5000",40,62,"on","boosting
 + phasing",5000,60441.8645581853,"u5000_z1.2_l20",0.501004338213641
"285","v0.29-sampa","4",32,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"off","boosting
 + combining",5000,57208.9635146238,"u5000_z1.2_l20",0.54351731692342
"286","v0.29-sampa","4",32,"boosting
 + combining",100,"mixed",1,"20","5000",40,62,"off","boosting
 + combining",5000,59552.6004620013,"u5000_z1.2_l20",0.50935803489645
"287","v0.29-sampa","4",32,"boosting
 + combining",100,"mixed",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,60475.4935873556,"u5000_z1.2_l20",0.501044421173976
"288","v0.29-sampa","4",64,"boosting",100,"bid-heavy",1,"20","5000",40,62,"off","boosting",5000,47774.7988391489,"u5000_z1.2_l20",1.30159783731814
"289","v0.29-sampa","4",64,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"off","without
transactions",5000,86021.8280810378,"u5000_z1.2_l20",0.724749993053219
"290","v0.29-sampa","4",64,"r/w locks",100,"mixed",1,"20","5000",40,62,"off","r/w locks
(baseline)",5000,6129.1705284543,"u5000_z1.2_l20",10.1833329814635
"291","v0.29-sampa","4",64,"boosting",100,"mixed",1,"20","5000",40,62,"off","boosting",5000,56142.0490236864,"u5000_z1.2_l20",1.11226411752202
"292","v0.29-sampa","4",64,"r/w locks",100,"mixed",1,"20","5000",40,62,"off","without
transactions",5000,78870.9963719129,"u5000_z1.2_l20",0.777684295545946
"293","v0.29-sampa","4",64,"r/w locks",100,"mixed",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,52710.7076553096,"u5000_z1.2_l20",1.171652519854
"294","v0.29-sampa","4",64,"boosting",100,"mixed",1,"20","5000",40,62,"on","boosting
 + phasing",5000,56966.3640615205,"u5000_z1.2_l20",1.09325145444298
"295","v0.29-sampa","4",64,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"off","boosting
 + combining",5000,57294.4796980631,"u5000_z1.2_l20",1.09610119157926
"296","v0.29-sampa","4",64,"boosting
 + combining",100,"mixed",1,"20","5000",40,62,"off","boosting
 + combining",5000,55817.5915629966,"u5000_z1.2_l20",1.11771132698383
"297","v0.29-sampa","4",64,"boosting
 + combining",100,"mixed",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,57516.3416033509,"u5000_z1.2_l20",1.08266408963637
"298","v0.29-sampa","4",80,"boosting",100,"bid-heavy",1,"20","5000",40,62,"off","boosting",5000,52571.5118609481,"u5000_z1.2_l20",1.49063448334963
"299","v0.29-sampa","4",80,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"off","without
transactions",5000,84499.147587482,"u5000_z1.2_l20",0.927321003378686
"300","v0.29-sampa","4",80,"boosting",100,"mixed",1,"20","5000",40,62,"off","boosting",5000,51671.8637245361,"u5000_z1.2_l20",1.51720782382304
"301","v0.29-sampa","4",80,"boosting
 + combining",100,"mixed",1,"20","5000",40,62,"off","boosting
 + combining",5000,52321.8418203669,"u5000_z1.2_l20",1.498450368773
"302","v0.29-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"off","boosting",5000,52983.9902779245,"u5000_z1.2_l20",1.78056829797312
"303","v0.29-sampa","4",96,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"off","without
transactions",5000,84027.7272035116,"u5000_z1.2_l20",1.11850564931688
"304","v0.29-sampa","4",96,"r/w locks",100,"mixed",1,"20","5000",40,62,"off","r/w locks
(baseline)",5000,5315.67924369258,"u5000_z1.2_l20",17.7633569163211
"305","v0.29-sampa","4",96,"boosting",100,"mixed",1,"20","5000",40,62,"off","boosting",5000,43701.0678502735,"u5000_z1.2_l20",2.15445440447024
"306","v0.29-sampa","4",96,"r/w locks",100,"mixed",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,50952.8022778678,"u5000_z1.2_l20",1.82351555318176
"307","v0.29-sampa","4",96,"boosting
 + combining",100,"bid-heavy",1,"20","5000",40,62,"off","boosting
 + combining",5000,58280.9267310882,"u5000_z1.2_l20",1.62250229282821
"308","v0.29-sampa","4",96,"boosting
 + combining",100,"mixed",1,"20","5000",40,62,"off","boosting
 + combining",5000,49866.6684294374,"u5000_z1.2_l20",1.89149062526512
"309","v0.29-sampa","4",96,"boosting
 + combining",100,"mixed",1,"20","5000",40,62,"on","boosting
 + combining
 + phasing",5000,55207.7082700009,"u5000_z1.2_l20",1.70410418103118
"310","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"off","boosting",5000,45846.8183996481,"u5000_z1.2_l20",2.04512228299779
"311","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,53161.7171208744,"u5000_z1.2_l20",1.75344481169428
"312","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55104.2289823975,"u5000_z1.2_l20",1.70693885510027
"313","v0.29.1-sampa","4",96,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,35371.014898576,"u5000_z1.2_l20",2.58129861711322
"314","v0.29.1-sampa","4",96,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,27457.7206580954,"u5000_z1.2_l20",3.36729363849065
"315","v0.29.1-sampa","4",96,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,31970.4617007599,"u5000_z1.2_l20",2.87317380508489
"316","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,53835.8485944838,"u5000_z1.2_l20",1.74441241847627
"317","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,54715.421892251,"u5000_z1.2_l20",1.72518486745125
"318","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,53000.8494997207,"u5000_z1.2_l20",1.78363081873971
"319","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"on","boosting
 + phasing",5000,55623.376644821,"u5000_z1.2_l20",1.69638404286142
"320","v0.29.1-sampa","4",96,"r/w locks",100,"bid-heavy",1,"20","5000",40,62,"on","r/w locks
 + phasing",5000,36276.3391629748,"u5000_z1.2_l20",2.51382817662307
"321","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"off","boosting",5000,53374.3725231176,"u5000_z1.2_l20",1.7682108879231
"322","v0.29.1-sampa","4",96,"boosting",100,"bid-heavy",1,"20","5000",40,62,"off","boosting",5000,49767.7913954058,"u5000_z1.2_l20",1.88800858031022
