"","facet","rate","nthreads","cc_ph","cc","zipf","label","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"32","50% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.5","off",200,18329.1182990093,0
"33","50% update
zipf: 0.6",100,32,"r/w locks","r/w locks",0.6,"32@100 <0>","0.5","off",200,11717.7519187918,0
"34","50% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0.5","off",200,8535.32770678541,0
"35","50% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <0>","0.5","off",200,6856.23839840948,0
"36","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"4@100 <0>","0.5","off",200,6343.63581252352,0
"37","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.5","off",200,25398.2280275078,0
"38","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"32@100 <0>","0.5","off",200,28305.7165979012,0
"39","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.5","off",200,24338.2585751979,0
"40","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <0>","0.5","off",200,21397.2181518379,0
"41","50% update
zipf: 0.6",100,4,"r/w locks
 + phasing","r/w locks",0.6,"4@100 <0>","0.5","on",200,6343.44093829842,0
"42","50% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.5","on",200,25294.2408794805,0
"43","50% update
zipf: 0.6",100,32,"r/w locks
 + phasing","r/w locks",0.6,"32@100 <37>","0.5","on",200,30739.7467247172,37
"44","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <59>","0.5","on",200,30316.2643689467,59
"45","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <104>","0.5","on",200,29771.7043157133,104
"46","50% update
zipf: 0.6",100,4,"boosting
 + phasing","boosting",0.6,"4@100 <0>","0.5","on",200,6343.27189876454,0
"47","50% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.5","on",200,25373.1154650764,0
"48","50% update
zipf: 0.6",100,32,"boosting
 + phasing","boosting",0.6,"32@100 <3>","0.5","on",200,41097.0144794758,3
"49","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <14>","0.5","on",200,42900.4729319137,14
"50","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <41>","0.5","on",200,41221.1545090726,41
"51","50% update
zipf: 0.6",100,4,"boosting
 + combining","boosting
 + combining",0.6,"4@100 <0>","0.5","off",200,6345.12897036879,0
"52","50% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.5","off",200,25379.108547108,0
"53","50% update
zipf: 0.6",100,32,"boosting
 + combining","boosting
 + combining",0.6,"32@100 <0>","0.5","off",200,32155.0871369295,0
"54","50% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.5","off",200,27233.862741279,0
"55","50% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <0>","0.5","off",200,12004.1853435469,0
"56","50% update
zipf: 0.6",100,4,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"4@100 <0>","0.5","on",200,6344.82391034951,0
"57","50% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.5","on",200,25385.0299759793,0
"58","50% update
zipf: 0.6",100,32,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"32@100 <0>","0.5","on",200,40368.9921760115,0
"59","50% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <7>","0.5","on",200,44952.2827950489,7
"60","50% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <32>","0.5","on",200,44475.2898610312,32
"61","50% update
zipf: 0.6",100,4,"r/w locks","r/w locks",0.6,"4@100 <0>","0.5","off",200,6343.91051477985,0
"62","50% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.5","off",200,17816.6589111215,0
"63","50% update
zipf: 0.6",100,32,"r/w locks","r/w locks",0.6,"32@100 <0>","0.5","off",200,11683.8342939291,0
"64","50% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0.5","off",200,8214.73589582404,0
"65","50% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <1>","0.5","off",200,6866.08731529952,1
"66","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"4@100 <0>","0.5","off",200,6345.65285467762,0
"67","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.5","off",200,25397.2394015709,0
"68","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"32@100 <0>","0.5","off",200,27992.5953940166,0
"69","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.5","off",200,23630.2838034811,0
"70","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <0>","0.5","off",200,21581.8898359454,0
"71","50% update
zipf: 0.6",100,4,"r/w locks
 + phasing","r/w locks",0.6,"4@100 <0>","0.5","on",200,6343.48319958961,0
"72","50% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.5","on",200,25284.4419908611,0
"73","50% update
zipf: 0.6",100,32,"r/w locks
 + phasing","r/w locks",0.6,"32@100 <29>","0.5","on",200,30743.0525185863,29
"74","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <58>","0.5","on",200,30230.0566692152,58
"75","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <138>","0.5","on",200,30268.9797454229,138
"76","50% update
zipf: 0.6",100,4,"boosting
 + phasing","boosting",0.6,"4@100 <0>","0.5","on",200,6344.41309048265,0
"77","50% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.5","on",200,25379.3103448276,0
"78","50% update
zipf: 0.6",100,32,"boosting
 + phasing","boosting",0.6,"32@100 <1>","0.5","on",200,40509.7105908673,1
"79","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <10>","0.5","on",200,42979.2378171633,10
"80","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <39>","0.5","on",200,43057.0607918036,39
"81","50% update
zipf: 0.6",100,4,"boosting
 + combining","boosting
 + combining",0.6,"4@100 <0>","0.5","off",200,6344.76050248009,0
"82","50% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.5","off",200,25388.8837141222,0
"83","50% update
zipf: 0.6",100,32,"boosting
 + combining","boosting
 + combining",0.6,"32@100 <0>","0.5","off",200,31281.493084132,0
"84","50% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.5","off",200,27325.8628536001,0
"85","50% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <2>","0.5","off",200,25487.0789707828,2
"86","50% update
zipf: 0.6",100,4,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"4@100 <0>","0.5","on",200,6341.2668010193,0
"87","50% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.5","on",200,25385.0299759793,0
"88","50% update
zipf: 0.6",100,32,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"32@100 <0>","0.5","on",200,38767.0205208894,0
"89","50% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <12>","0.5","on",200,43537.9903458894,12
"90","50% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <35>","0.5","on",200,46405.5293483831,35
"91","0% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <19>","0","off",200,25367.8392561406,19
"92","0% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0","off",200,68324.9130157513,0
"93","0% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <28>","0","off",200,68227.6606805604,28
"94","0% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0","off",200,25376.4628026617,0
"95","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0","off",200,65348.5314038392,0
"96","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <48>","0","off",200,68751.1587695018,48
"97","0% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0","on",200,25386.4168618267,0
"98","0% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <0>","0","on",200,67156.1936349161,0
"99","0% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <0>","0","on",200,67177.9231930832,0
"100","0% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0","on",200,25388.1904407044,0
"101","0% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <0>","0","on",200,64286.0494704318,0
"102","0% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <0>","0","on",200,67790.1568984982,0
"103","20% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.2","off",200,25395.4228034746,0
"104","20% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0.2","off",200,16171.5072821397,0
"105","20% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <1>","0.2","off",200,13601.8972658951,1
"106","20% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.2","off",200,25370.0519785435,0
"107","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.2","off",200,30352.1045385664,0
"108","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <0>","0.2","off",200,27383.0595838485,0
"109","20% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.2","on",200,25381.1423457115,0
"110","20% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <8461>","0.2","on",200,47149.6369371051,8461
"111","20% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <9329>","0.2","on",200,46605.0133381503,9329
"112","20% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.2","on",200,25365.0229823126,0
"113","20% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <17>","0.2","on",200,54791.7086864372,17
"114","20% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <22>","0.2","on",200,53006.2575590261,22
"115","40% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <13>","0.4","off",200,24565.3952857114,13
"116","50% update
zipf: 0.6",100,4,"r/w locks","r/w locks",0.6,"4@100 <0>","0.5","off",200,6338.02676153454,0
"117","50% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.5","off",200,18077.7126050923,0
"118","50% update
zipf: 0.6",100,32,"r/w locks","r/w locks",0.6,"32@100 <0>","0.5","off",200,12362.5368867881,0
"119","50% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <1>","0.5","off",200,9482.25826436849,1
"120","50% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <20>","0.5","off",200,7532.5663089368,20
"121","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"4@100 <0>","0.5","off",200,6338.65508142541,0
"122","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.5","off",200,25346.3659448144,0
"123","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"32@100 <0>","0.5","off",200,29795.8776993231,0
"124","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.5","off",200,26688.1670686977,0
"125","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <15>","0.5","off",200,23541.2876033547,15
"126","50% update
zipf: 0.6",100,4,"r/w locks
 + phasing","r/w locks",0.6,"4@100 <0>","0.5","on",200,6338.63907414934,0
"127","50% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.5","on",200,25125.3619088822,0
"128","50% update
zipf: 0.6",100,32,"r/w locks
 + phasing","r/w locks",0.6,"32@100 <24>","0.5","on",200,29592.3982489155,24
"129","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <7123>","0.5","on",200,31677.1233871309,7123
"130","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <8688>","0.5","on",200,30936.3124162537,8688
"131","50% update
zipf: 0.6",100,4,"boosting
 + phasing","boosting",0.6,"4@100 <0>","0.5","on",200,6338.5283750558,0
"132","50% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.5","on",200,25344.2939394948,0
"133","50% update
zipf: 0.6",100,32,"boosting
 + phasing","boosting",0.6,"32@100 <2>","0.5","on",200,41830.5866557664,2
"134","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <18>","0.5","on",200,44068.4273431266,18
"135","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <34>","0.5","on",200,42752.6266716306,34
"136","50% update
zipf: 0.6",100,4,"boosting
 + combining","boosting
 + combining",0.6,"4@100 <0>","0.5","off",200,6340.04803672378,0
"137","50% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.5","off",200,25346.6242864988,0
"138","50% update
zipf: 0.6",100,32,"boosting
 + combining","boosting
 + combining",0.6,"32@100 <0>","0.5","off",200,32022.8613201748,0
"139","50% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.5","off",200,29574.5216182215,0
"140","50% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <6>","0.5","off",200,24102.3343612584,6
"141","50% update
zipf: 0.6",100,4,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"4@100 <0>","0.5","on",200,6338.47014850792,0
"142","50% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.5","on",200,25347.0407928938,0
"143","50% update
zipf: 0.6",100,32,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"32@100 <0>","0.5","on",200,41449.0779651783,0
"144","50% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <9>","0.5","on",200,47436.9941392208,9
"145","50% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <48>","0.5","on",200,48364.2152685572,48
"146","0% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0","off",200,25344.8740603193,0
"147","0% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0","off",200,71364.1409706228,0
"148","0% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <16>","0","off",200,71587.9351820032,16
"149","0% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0","off",200,25352.3282784417,0
"150","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0","off",200,70852.659757746,0
"151","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <24>","0","off",200,73197.3895084676,24
"152","0% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0","on",200,25348.4378535962,0
"153","0% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <3>","0","on",200,69574.2044904963,3
"154","0% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <8>","0","on",200,73007.0235163855,8
"155","0% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0","on",200,25353.3201980936,0
"156","0% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <0>","0","on",200,70325.8773237896,0
"157","0% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <49>","0","on",200,70540.2502107125,49
"158","20% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.2","off",200,25348.1584526143,0
"159","20% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <1>","0.2","off",200,17873.4640522876,1
"160","20% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <24>","0.2","off",200,15229.4265951257,24
"161","20% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.2","off",200,25345.5804046858,0
"162","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.2","off",200,32016.6665567869,0
"163","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <30>","0.2","off",200,30194.5166401492,30
"164","20% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.2","on",200,25339.4436179807,0
"165","20% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <11658>","0.2","on",200,47367.3954202254,11658
"166","20% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <20155>","0.2","on",200,47764.0157503131,20155
"167","20% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.2","on",200,25341.8265806692,0
"168","20% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <18>","0.2","on",200,55974.9778007501,18
"169","20% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <67>","0.2","on",200,57530.2273200149,67
"170","40% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.4","off",200,24966.3214504406,0
"171","40% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <2>","0.4","off",200,10984.2564646382,2
"172","40% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <12>","0.4","off",200,9363.30385994816,12
"173","40% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.4","off",200,25348.8333394348,0
"174","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <11>","0.4","off",200,26490.272784944,11
"175","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <19>","0.4","off",200,24525.0059193391,19
"176","40% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.4","on",200,25301.3002486014,0
"177","40% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <7718>","0.4","on",200,34806.1823721663,7718
"178","40% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <10820>","0.4","on",200,34920.9363001999,10820
"179","40% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.4","on",200,25348.1638277053,0
"180","40% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <13>","0.4","on",200,45806.5114062148,13
"181","40% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <47>","0.4","on",200,49260.1784865607,47
"182","60% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.6","off",200,14406.7864218378,0
"183","60% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <12>","0.6","off",200,8041.79586731636,12
"184","60% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <15>","0.6","off",200,6379.41194465286,15
"185","60% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.6","off",200,25352.1183013649,0
"186","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.6","off",200,25362.0754381459,0
"187","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <26>","0.6","off",200,22583.6262390901,26
"188","60% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.6","on",200,24192.6155177291,0
"189","60% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <6925>","0.6","on",200,27568.7279634665,6925
"190","60% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <5597>","0.6","on",200,27438.0729000769,5597
"191","60% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.6","on",200,25344.9951409135,0
"192","60% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <14>","0.6","on",200,41515.517669453,14
"193","60% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <42>","0.6","on",200,43965.5587470032,42
"194","80% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.8","off",200,11740.4674455211,0
"195","80% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <1>","0.8","off",200,6571.91697191697,1
"196","80% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <18>","0.8","off",200,5244.98270785925,18
"197","80% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.8","off",200,25322.4346344321,0
"198","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <3>","0.8","off",200,25495.606541775,3
"199","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <22>","0.8","off",200,23692.9210270937,22
"200","80% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.8","on",200,21363.5713311307,0
"201","80% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <80>","0.8","on",200,22607.5685349493,80
"202","80% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <7471>","0.8","on",200,24400.3360638521,7471
"203","80% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.8","on",200,25346.70864758,0
"204","80% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <12>","0.8","on",200,37935.4650893525,12
"205","80% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <40>","0.8","on",200,38393.6489725406,40
"206","100% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","1","off",200,10540.0744907418,0
"207","100% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <3>","1","off",200,5615.35933783841,3
"208","100% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <12>","1","off",200,4403.81583552477,12
"209","100% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","1","off",200,25260.4393739205,0
